Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,room_type_reserved,lead_time,date,day,month,year,arrival_date,market_segment_type,avg_price_per_room,booking_status
INN00420,2,0,1,1,Meal Plan 1,Room_Type 1,180,5/2/2018,5,02,2018,2018/02/05,Offline,100,Not_Canceled
INN00421,2,0,1,3,Not Selected,Room_Type 1,122,14-11-2018,14,11,2018,2018/11/14,Online,75.9,Canceled
INN00422,2,0,1,2,Meal Plan 1,Room_Type 1,224,10/2/2017,10,02,2017,2017/02/10,Offline,65,Not_Canceled
INN00423,2,0,2,2,Meal Plan 1,Room_Type 1,24,29-05-2018,29,05,2018,2018/05/29,Online,104.55,Not_Canceled
INN00424,1,0,2,2,Meal Plan 1,Room_Type 1,162,14-10-2018,14,10,2018,2018/10/14,Online,115,Canceled
INN00425,3,0,1,1,Meal Plan 1,Room_Type 4,25,7/2/2018,7,02,2018,2018/02/07,Online,187,Canceled
INN00426,1,0,0,1,Meal Plan 1,Room_Type 1,1,8/4/2018,8,04,2018,2018/04/08,Online,115,Not_Canceled
INN00427,2,0,0,4,Not Selected,Room_Type 1,236,27-09-2018,27,09,2018,2018/09/27,Online,84.43,Canceled
INN00428,2,0,2,3,Meal Plan 1,Room_Type 1,120,4/8/2018,4,08,2018,2018/08/04,Online,90.95,Canceled
INN00429,2,0,1,3,Meal Plan 2,Room_Type 4,12,24-03-2018,24,03,2018,2018/03/24,Online,208,Not_Canceled
INN00430,2,0,2,4,Meal Plan 1,Room_Type 1,224,9/3/2018,9,03,2018,2018/03/09,Online,97.18,Canceled
INN00431,1,0,0,4,Meal Plan 2,Room_Type 1,33,21-10-2017,21,10,2017,2017/10/21,Offline,79.11,Not_Canceled
INN00432,2,0,0,2,Meal Plan 1,Room_Type 1,24,13-05-2018,13,05,2018,2018/05/13,Complementary,0,Not_Canceled
INN00433,2,0,0,1,Meal Plan 1,Room_Type 4,22,9/8/2017,9,08,2017,2017/08/09,Online,120,Not_Canceled
INN00434,2,0,0,3,Meal Plan 1,Room_Type 1,10,20-10-2017,20,10,2017,2017/10/20,Online,126,Not_Canceled
INN00435,2,0,0,2,Meal Plan 1,Room_Type 1,15,16-02-2018,16,02,2018,2018/02/16,Online,91,Canceled
INN00436,2,0,0,5,Meal Plan 2,Room_Type 1,230,9/6/2018,9,06,2018,2018/06/09,Online,137,Canceled
INN00437,2,0,0,4,Meal Plan 1,Room_Type 1,54,16-03-2018,16,03,2018,2018/03/16,Offline,67.32,Not_Canceled
INN00438,2,0,0,1,Meal Plan 1,Room_Type 1,45,23-10-2017,23,10,2017,2017/10/23,Online,81.62,Not_Canceled
INN00439,3,0,1,3,Meal Plan 2,Room_Type 4,63,24-10-2018,24,10,2018,2018/10/24,Online,123.66,Not_Canceled
INN00440,2,0,2,1,Not Selected,Room_Type 1,166,8/6/2018,8,06,2018,2018/06/08,Online,94.5,Not_Canceled
INN00441,2,0,1,4,Meal Plan 1,Room_Type 1,148,22-08-2018,22,08,2018,2018/08/22,Online,96.3,Canceled
INN00442,2,0,2,1,Meal Plan 1,Room_Type 1,136,13-08-2018,13,08,2018,2018/08/13,Online,88.01,Not_Canceled
INN00443,2,0,1,3,Meal Plan 1,Room_Type 1,37,3/10/2018,3,10,2018,2018/10/03,Online,81.9,Not_Canceled
INN00444,2,0,0,4,Meal Plan 1,Room_Type 1,66,5/11/2018,5,11,2018,2018/11/05,Online,119.85,Not_Canceled
INN00445,1,0,0,1,Meal Plan 1,Room_Type 1,11,23-10-2017,23,10,2017,2017/10/23,Offline,83.5,Not_Canceled
INN00446,1,0,0,1,Meal Plan 1,Room_Type 1,1,4/1/2018,4,01,2018,2018/01/04,Corporate,67,Not_Canceled
INN00447,2,0,2,2,Meal Plan 1,Room_Type 4,7,19-06-2018,19,06,2018,2018/06/19,Online,156,Not_Canceled
INN00448,2,0,0,1,Meal Plan 1,Room_Type 1,43,13-10-2017,13,10,2017,2017/10/13,Offline,85,Not_Canceled
INN00449,2,0,3,5,Meal Plan 1,Room_Type 4,5,4/4/2018,4,04,2018,2018/04/04,Online,126.75,Canceled
INN00450,2,0,1,1,Meal Plan 2,Room_Type 1,247,6/6/2018,6,06,2018,2018/06/06,Online,115,Canceled
INN00451,2,0,2,1,Not Selected,Room_Type 1,24,16-10-2018,16,10,2018,2018/10/16,Online,107.1,Canceled
INN00452,1,0,0,1,Meal Plan 1,Room_Type 1,53,14-10-2018,14,10,2018,2018/10/14,Offline,120,Not_Canceled
INN00453,2,0,2,1,Meal Plan 1,Room_Type 1,52,19-11-2018,19,11,2018,2018/11/19,Online,93.6,Not_Canceled
INN00454,2,0,0,1,Meal Plan 1,Room_Type 1,56,6/8/2018,6,08,2018,2018/08/06,Offline,120,Not_Canceled
INN00455,1,0,0,1,Meal Plan 1,Room_Type 1,12,6/8/2018,6,08,2018,2018/08/06,Offline,90,Not_Canceled
INN00456,2,0,0,5,Meal Plan 1,Room_Type 1,230,9/6/2018,9,06,2018,2018/06/09,Online,137,Canceled
INN00457,2,1,1,3,Meal Plan 1,Room_Type 1,92,31-10-2018,31,10,2018,2018/10/31,Online,106.43,Canceled
INN00458,1,0,0,3,Not Selected,Room_Type 1,2,31-05-2018,31,05,2018,2018/05/31,Online,87.78,Not_Canceled
INN00459,2,0,0,2,Meal Plan 2,Room_Type 1,74,18-09-2017,18,09,2017,2017/09/18,Offline,101.5,Not_Canceled
INN00460,2,0,0,1,Not Selected,Room_Type 1,82,23-06-2018,23,06,2018,2018/06/23,Online,85.5,Canceled
INN00461,1,0,0,3,Meal Plan 1,Room_Type 1,37,13-10-2018,13,10,2018,2018/10/13,Offline,95,Not_Canceled
INN00462,2,0,2,2,Meal Plan 1,Room_Type 4,147,7/1/2018,7,01,2018,2018/01/07,Online,103.7,Not_Canceled
INN00463,1,0,0,1,Meal Plan 1,Room_Type 1,2,26-08-2017,26,08,2017,2017/08/26,Corporate,65,Not_Canceled
INN00464,2,0,2,6,Meal Plan 1,Room_Type 1,166,18-08-2018,18,08,2018,2018/08/18,Online,100.12,Canceled
INN00465,2,0,1,3,Meal Plan 2,Room_Type 1,28,4/11/2018,4,11,2018,2018/11/04,Online,156.25,Not_Canceled
INN00466,2,0,1,2,Meal Plan 2,Room_Type 1,309,13-05-2018,13,05,2018,2018/05/13,Online,101,Canceled
INN00467,2,0,1,3,Meal Plan 2,Room_Type 1,54,7/4/2018,7,04,2018,2018/04/07,Online,161.1,Not_Canceled
INN00468,2,0,1,3,Not Selected,Room_Type 1,49,12/8/2018,12,08,2018,2018/08/12,Online,83.8,Not_Canceled
INN00469,2,1,0,1,Meal Plan 1,Room_Type 1,1,18-06-2018,18,06,2018,2018/06/18,Online,168,Not_Canceled
INN00470,2,0,2,1,Meal Plan 1,Room_Type 1,0,27-12-2017,27,12,2017,2017/12/27,Offline,58,Not_Canceled
INN00471,2,0,2,1,Meal Plan 2,Room_Type 1,4,8/8/2017,8,08,2017,2017/08/08,Offline,94.5,Not_Canceled
INN00472,2,0,0,4,Meal Plan 1,Room_Type 1,60,12/9/2017,12,09,2017,2017/09/12,Online,96.3,Not_Canceled
INN00473,2,0,0,1,Meal Plan 1,Room_Type 1,157,14-08-2017,14,08,2017,2017/08/14,Online,76.5,Not_Canceled
INN00474,2,0,2,3,Meal Plan 1,Room_Type 1,268,4/8/2018,4,08,2018,2018/08/04,Offline,78,Not_Canceled
INN00475,2,0,1,1,Not Selected,Room_Type 1,38,26-09-2018,26,09,2018,2018/09/26,Online,112.59,Canceled
INN00476,2,2,2,1,Meal Plan 1,Room_Type 7,30,6/12/2018,6,12,2018,2018/12/06,Online,187.04,Canceled
INN00477,2,0,0,1,Meal Plan 1,Room_Type 1,2,10/11/2018,10,11,2018,2018/11/10,Online,169,Not_Canceled
INN00478,2,0,3,7,Not Selected,Room_Type 1,217,12/5/2018,12,05,2018,2018/05/12,Online,46.63,Not_Canceled
INN00479,2,0,0,3,Meal Plan 1,Room_Type 1,143,25-08-2018,25,08,2018,2018/08/25,Offline,100,Not_Canceled
INN00480,2,0,0,3,Not Selected,Room_Type 1,179,19-10-2018,19,10,2018,2018/10/19,Online,85.5,Not_Canceled
INN00481,1,0,0,2,Meal Plan 1,Room_Type 1,188,15-06-2018,15,06,2018,2018/06/15,Online,130,Canceled
INN00482,3,0,2,2,Meal Plan 1,Room_Type 4,94,7/8/2018,7,08,2018,2018/08/07,Online,146.7,Not_Canceled
INN00483,1,0,0,2,Meal Plan 1,Room_Type 1,32,20-11-2017,20,11,2017,2017/11/20,Offline,73,Not_Canceled
INN00484,3,0,2,2,Meal Plan 1,Room_Type 6,2,4/1/2018,4,01,2018,2018/01/04,Online,143.22,Not_Canceled
INN00485,2,0,0,3,Meal Plan 1,Room_Type 1,70,22-10-2017,22,10,2017,2017/10/22,Online,89.25,Not_Canceled
INN00486,2,0,1,0,Not Selected,Room_Type 1,4,19-09-2018,19,09,2018,2018/09/19,Offline,85,Not_Canceled
INN00487,2,0,2,0,Meal Plan 1,Room_Type 1,34,28-02-2018,28,02,2018,2018/02/28,Complementary,6.5,Not_Canceled
INN00488,2,2,0,1,Meal Plan 1,Room_Type 2,16,3/8/2018,3,08,2018,2018/08/03,Online,83.03,Canceled
INN00489,2,0,1,3,Meal Plan 1,Room_Type 1,24,2/11/2018,2,11,2018,2018/11/02,Online,91,Canceled
INN00490,2,0,2,2,Not Selected,Room_Type 1,78,4/10/2018,4,10,2018,2018/10/04,Online,80.75,Not_Canceled
INN00491,2,0,1,2,Meal Plan 1,Room_Type 1,305,11/4/2018,11,04,2018,2018/04/11,Online,89,Canceled
INN00492,2,0,0,3,Meal Plan 1,Room_Type 1,37,13-10-2018,13,10,2018,2018/10/13,Offline,105,Not_Canceled
INN00493,2,0,2,5,Meal Plan 1,Room_Type 1,98,30-04-2018,30,04,2018,2018/04/30,Online,109.81,Not_Canceled
INN00494,2,0,1,3,Meal Plan 1,Room_Type 4,14,12/5/2018,12,05,2018,2018/05/12,Online,70.88,Not_Canceled
INN00495,1,0,0,2,Not Selected,Room_Type 1,44,23-11-2018,23,11,2018,2018/11/23,Online,83.6,Not_Canceled
INN00496,1,0,2,1,Meal Plan 1,Room_Type 1,1,28-02-2018,28,02,2018,2018/02/28,Online,60,Canceled
INN00497,2,0,0,3,Meal Plan 1,Room_Type 1,213,6/7/2018,6,07,2018,2018/07/06,Online,130,Canceled
INN00498,1,0,1,1,Meal Plan 1,Room_Type 1,5,4/4/2018,4,04,2018,2018/04/04,Online,95,Not_Canceled
INN00499,2,0,0,1,Meal Plan 2,Room_Type 1,55,4/6/2018,4,06,2018,2018/06/04,Offline,104,Not_Canceled
INN00500,2,0,0,3,Meal Plan 1,Room_Type 4,139,2/11/2018,2,11,2018,2018/11/02,Offline,62,Not_Canceled
INN00501,2,0,2,1,Meal Plan 1,Room_Type 2,44,23-04-2018,23,04,2018,2018/04/23,Offline,95,Not_Canceled
INN00502,1,0,2,1,Meal Plan 2,Room_Type 4,18,28-02-2018,28,02,2018,2018/02/28,Online,145,Not_Canceled
INN00503,1,0,1,0,Meal Plan 1,Room_Type 1,0,17-10-2018,17,10,2018,2018/10/17,Corporate,95,Not_Canceled
INN00504,1,0,0,2,Meal Plan 1,Room_Type 1,192,24-06-2018,24,06,2018,2018/06/24,Offline,95,Not_Canceled
INN00505,2,0,2,4,Meal Plan 1,Room_Type 1,152,18-06-2018,18,06,2018,2018/06/18,Offline,80.75,Not_Canceled
INN00506,3,0,0,4,Meal Plan 1,Room_Type 4,42,30-08-2018,30,08,2018,2018/08/30,Online,142.2,Not_Canceled
INN00507,3,0,2,3,Meal Plan 1,Room_Type 4,209,21-10-2018,21,10,2018,2018/10/21,Online,128.7,Canceled
INN00508,2,0,2,3,Meal Plan 1,Room_Type 1,69,20-03-2018,20,03,2018,2018/03/20,Online,90.95,Not_Canceled
INN00509,2,0,1,2,Meal Plan 1,Room_Type 1,80,18-11-2018,18,11,2018,2018/11/18,Online,93.6,Not_Canceled
INN00510,2,0,1,2,Meal Plan 1,Room_Type 4,49,11/9/2017,11,09,2017,2017/09/11,Offline,60,Not_Canceled
INN00511,1,0,0,3,Meal Plan 1,Room_Type 1,143,25-08-2018,25,08,2018,2018/08/25,Offline,90,Not_Canceled
INN00512,2,0,2,1,Not Selected,Room_Type 1,67,12/5/2017,12,05,2017,2017/05/12,Online,95.4,Not_Canceled
INN00513,2,0,0,2,Meal Plan 1,Room_Type 1,41,21-10-2018,21,10,2018,2018/10/21,Online,160,Canceled
INN00514,2,0,2,1,Meal Plan 1,Room_Type 4,154,30-10-2018,30,10,2018,2018/10/30,Online,104.1,Canceled
INN00515,2,0,0,1,Meal Plan 2,Room_Type 1,55,4/6/2018,4,06,2018,2018/06/04,Offline,104,Not_Canceled
INN00516,2,0,0,4,Meal Plan 1,Room_Type 1,2,8/3/2018,8,03,2018,2018/03/08,Offline,109,Not_Canceled
INN00517,2,0,2,4,Meal Plan 1,Room_Type 4,99,4/10/2018,4,10,2018,2018/10/04,Online,93.78,Canceled
INN00518,1,0,0,2,Meal Plan 1,Room_Type 1,14,14-10-2017,14,10,2017,2017/10/14,Corporate,95,Not_Canceled
INN00519,1,0,0,1,Not Selected,Room_Type 1,0,15-10-2018,15,10,2018,2018/10/15,Online,140,Not_Canceled
INN00520,2,0,1,3,Meal Plan 1,Room_Type 1,22,24-12-2017,24,12,2017,2017/12/24,Online,87,Not_Canceled
INN00521,1,0,2,1,Meal Plan 1,Room_Type 4,7,3/5/2018,3,05,2018,2018/05/03,Online,85.85,Not_Canceled
INN00522,2,0,1,3,Meal Plan 1,Room_Type 4,84,24-03-2018,24,03,2018,2018/03/24,Online,99.45,Not_Canceled
INN00523,2,0,0,4,Meal Plan 1,Room_Type 4,109,5/4/2018,5,04,2018,2018/04/05,Online,120.28,Not_Canceled
INN00524,1,0,0,3,Meal Plan 1,Room_Type 1,71,14-06-2018,14,06,2018,2018/06/14,Offline,120,Not_Canceled
INN00525,2,0,2,0,Meal Plan 1,Room_Type 1,4,4/3/2018,4,03,2018,2018/03/04,Online,77.77,Not_Canceled
INN00526,1,0,0,3,Meal Plan 1,Room_Type 1,71,14-06-2018,14,06,2018,2018/06/14,Offline,120,Not_Canceled
INN00527,2,0,0,1,Not Selected,Room_Type 1,58,6/10/2018,6,10,2018,2018/10/06,Online,116.1,Not_Canceled
INN00528,3,0,0,1,Meal Plan 2,Room_Type 4,133,23-07-2018,23,07,2018,2018/07/23,Online,189,Canceled
INN00529,2,0,2,1,Meal Plan 1,Room_Type 4,27,26-06-2018,26,06,2018,2018/06/26,Online,152.67,Canceled
INN00530,2,0,2,3,Meal Plan 1,Room_Type 1,27,2/4/2018,2,04,2018,2018/04/02,Online,66.31,Not_Canceled
INN00531,1,0,0,1,Meal Plan 1,Room_Type 1,9,9/10/2017,9,10,2017,2017/10/09,Online,95,Not_Canceled
INN00532,2,1,0,3,Meal Plan 1,Room_Type 1,86,12/8/2018,12,08,2018,2018/08/12,Online,122,Canceled
INN00533,2,0,0,3,Meal Plan 1,Room_Type 1,13,17-12-2017,17,12,2017,2017/12/17,Offline,58,Not_Canceled
INN00534,2,0,1,3,Meal Plan 1,Room_Type 1,0,12/5/2018,12,05,2018,2018/05/12,Online,89.89,Not_Canceled
INN00535,2,0,0,2,Meal Plan 1,Room_Type 4,5,21-06-2018,21,06,2018,2018/06/21,Online,156,Not_Canceled
INN00536,2,0,1,3,Meal Plan 1,Room_Type 4,82,24-03-2018,24,03,2018,2018/03/24,Online,99.45,Not_Canceled
INN00537,2,1,0,2,Meal Plan 1,Room_Type 6,330,31-08-2018,31,08,2018,2018/08/31,Online,172.8,Canceled
INN00538,2,0,1,3,Not Selected,Room_Type 1,3,22-08-2018,22,08,2018,2018/08/22,Online,98.56,Not_Canceled
INN00539,1,0,0,1,Meal Plan 1,Room_Type 1,35,3/10/2018,3,10,2018,2018/10/03,Online,71.1,Canceled
INN00540,1,0,6,15,Meal Plan 1,Room_Type 4,12,30-03-2018,30,03,2018,2018/03/30,Online,128.06,Canceled
INN00541,1,0,0,1,Meal Plan 1,Room_Type 1,0,19-11-2018,19,11,2018,2018/11/19,Complementary,0,Not_Canceled
INN00542,2,1,0,1,Meal Plan 1,Room_Type 1,7,4/7/2018,4,07,2018,2018/07/04,Online,106,Not_Canceled
INN00543,2,0,0,4,Meal Plan 1,Room_Type 4,47,27-09-2018,27,09,2018,2018/09/27,Online,130.61,Canceled
INN00544,2,0,2,3,Not Selected,Room_Type 1,117,17-06-2018,17,06,2018,2018/06/17,Online,105.74,Not_Canceled
INN00545,2,0,0,2,Meal Plan 1,Room_Type 4,2,6/10/2018,6,10,2018,2018/10/06,Online,136,Not_Canceled
INN00546,2,0,0,1,Meal Plan 1,Room_Type 1,26,6/8/2018,6,08,2018,2018/08/06,Offline,120,Not_Canceled
INN00547,2,0,2,2,Not Selected,Room_Type 1,75,12/2/2018,12,02,2018,2018/02/12,Online,74.8,Not_Canceled
INN00548,2,0,0,2,Meal Plan 2,Room_Type 1,256,15-06-2018,15,06,2018,2018/06/15,Online,112,Canceled
INN00549,2,1,1,0,Meal Plan 1,Room_Type 1,137,21-08-2018,21,08,2018,2018/08/21,Online,121.5,Not_Canceled
INN00550,2,0,0,4,Meal Plan 1,Room_Type 1,92,10/7/2017,10,07,2017,2017/07/10,Offline,70,Not_Canceled
INN00551,1,0,0,1,Meal Plan 1,Room_Type 1,1,29-11-2018,29,11,2018,2018/11/29,Offline,75,Not_Canceled
INN00552,2,0,0,1,Meal Plan 1,Room_Type 1,18,1/2/2018,1,02,2018,2018/02/01,Offline,54,Not_Canceled
INN00553,2,0,1,2,Meal Plan 1,Room_Type 1,78,25-03-2018,25,03,2018,2018/03/25,Online,100,Canceled
INN00554,1,0,0,1,Meal Plan 1,Room_Type 4,8,23-04-2018,23,04,2018,2018/04/23,Complementary,0,Not_Canceled
INN00555,1,2,4,9,Meal Plan 1,Room_Type 6,30,11/2/2018,11,02,2018,2018/02/11,Online,186.22,Canceled
INN00556,2,0,2,0,Not Selected,Room_Type 1,117,13-11-2018,13,11,2018,2018/11/13,Online,79.2,Not_Canceled
INN00557,2,0,1,1,Meal Plan 1,Room_Type 1,10,19-03-2018,19,03,2018,2018/03/19,Online,103,Not_Canceled
INN00558,2,0,2,2,Meal Plan 1,Room_Type 1,56,25-09-2017,25,09,2017,2017/09/25,Offline,185,Not_Canceled
INN00559,2,0,0,2,Meal Plan 1,Room_Type 1,8,20-10-2017,20,10,2017,2017/10/20,Online,135,Not_Canceled
INN00560,2,0,2,0,Meal Plan 2,Room_Type 1,386,23-10-2018,23,10,2018,2018/10/23,Online,115,Canceled
INN00561,2,0,0,2,Meal Plan 2,Room_Type 1,273,17-07-2017,17,07,2017,2017/07/17,Online,109,Canceled
INN00562,2,0,0,1,Meal Plan 1,Room_Type 1,33,26-11-2018,26,11,2018,2018/11/26,Online,104,Canceled
INN00563,3,0,2,5,Meal Plan 1,Room_Type 4,184,8/3/2018,8,03,2018,2018/03/08,Online,130.05,Not_Canceled
INN00564,2,0,1,3,Meal Plan 1,Room_Type 1,232,9/5/2018,9,05,2018,2018/05/09,Online,100.3,Canceled
INN00565,1,0,0,2,Meal Plan 1,Room_Type 1,188,15-06-2018,15,06,2018,2018/06/15,Online,130,Canceled
INN00566,2,0,0,2,Meal Plan 2,Room_Type 1,102,16-10-2017,16,10,2017,2017/10/16,Offline,109,Not_Canceled
INN00567,2,0,2,2,Meal Plan 1,Room_Type 4,45,10/7/2018,10,07,2018,2018/07/10,Online,139.5,Canceled
INN00568,1,0,0,1,Meal Plan 1,Room_Type 1,1,2/3/2018,2,03,2018,2018/03/02,Corporate,66,Not_Canceled
INN00569,2,0,2,2,Meal Plan 1,Room_Type 1,63,9/3/2018,9,03,2018,2018/03/09,Online,106.88,Not_Canceled
INN00570,2,0,2,2,Meal Plan 1,Room_Type 4,89,16-09-2018,16,09,2018,2018/09/16,Online,149.4,Not_Canceled
INN00571,1,0,0,2,Meal Plan 1,Room_Type 1,63,26-04-2018,26,04,2018,2018/04/26,Online,109.35,Not_Canceled
INN00572,2,0,0,3,Meal Plan 1,Room_Type 1,304,11/3/2018,11,03,2018,2018/03/11,Online,89,Canceled
INN00573,1,0,2,1,Meal Plan 1,Room_Type 1,1,4/9/2018,4,09,2018,2018/09/04,Online,115,Not_Canceled
INN00574,1,0,0,1,Meal Plan 1,Room_Type 1,51,16-03-2018,16,03,2018,2018/03/16,Corporate,85.5,Not_Canceled
INN00575,2,0,0,2,Meal Plan 1,Room_Type 4,110,20-04-2018,20,04,2018,2018/04/20,Online,90.95,Not_Canceled
INN00576,2,0,2,1,Meal Plan 1,Room_Type 4,20,30-07-2018,30,07,2018,2018/07/30,Online,117.55,Not_Canceled
INN00577,2,0,0,1,Not Selected,Room_Type 1,50,19-10-2018,19,10,2018,2018/10/19,Online,108,Canceled
INN00578,2,0,0,3,Meal Plan 1,Room_Type 4,48,10/11/2018,10,11,2018,2018/11/10,Online,139.5,Not_Canceled
INN00579,2,0,0,3,Meal Plan 1,Room_Type 5,96,13-09-2018,13,09,2018,2018/09/13,Online,129.88,Canceled
INN00580,2,0,1,4,Meal Plan 1,Room_Type 1,148,30-12-2017,30,12,2017,2017/12/30,Offline,67,Not_Canceled
INN00581,2,0,1,1,Not Selected,Room_Type 1,25,10/3/2018,10,03,2018,2018/03/10,Online,129,Canceled
INN00582,2,0,2,5,Meal Plan 1,Room_Type 1,148,25-06-2018,25,06,2018,2018/06/25,Online,79.53,Canceled
INN00583,2,0,1,3,Meal Plan 1,Room_Type 1,114,22-08-2018,22,08,2018,2018/08/22,Offline,72.25,Not_Canceled
INN00584,1,0,0,2,Meal Plan 2,Room_Type 1,257,7/1/2017,7,01,2017,2017/01/07,Offline,80,Not_Canceled
INN00585,2,0,2,5,Meal Plan 1,Room_Type 1,105,6/11/2018,6,11,2018,2018/11/06,Online,119.85,Not_Canceled
INN00586,1,0,1,2,Meal Plan 1,Room_Type 1,4,11/2/2017,11,02,2017,2017/02/11,Online,117,Not_Canceled
INN00587,2,0,2,2,Meal Plan 2,Room_Type 4,67,9/6/2017,9,06,2017,2017/06/09,Complementary,29,Not_Canceled
INN00588,2,0,2,2,Meal Plan 1,Room_Type 1,61,9/2/2018,9,02,2018,2018/02/09,Online,118.8,Not_Canceled
INN00589,2,0,0,2,Meal Plan 1,Room_Type 1,79,30-12-2018,30,12,2018,2018/12/30,Offline,192.03,Not_Canceled
INN00590,3,0,0,1,Meal Plan 1,Room_Type 1,74,21-05-2018,21,05,2018,2018/05/21,Online,168.3,Not_Canceled
INN00591,2,0,0,1,Not Selected,Room_Type 1,120,5/12/2018,5,12,2018,2018/12/05,Online,72.76,Not_Canceled
INN00592,2,0,0,3,Meal Plan 1,Room_Type 1,157,12/8/2018,12,08,2018,2018/08/12,Offline,68,Not_Canceled
INN00593,2,0,0,4,Meal Plan 1,Room_Type 1,4,1/6/2018,1,06,2018,2018/06/01,Online,89,Not_Canceled
INN00594,2,0,2,5,Meal Plan 1,Room_Type 4,46,28-08-2018,28,08,2018,2018/08/28,Online,124.46,Not_Canceled
INN00595,1,0,2,1,Meal Plan 1,Room_Type 1,41,13-03-2018,13,03,2018,2018/03/13,Corporate,70.33,Not_Canceled
INN00596,3,0,1,4,Meal Plan 1,Room_Type 4,84,15-06-2018,15,06,2018,2018/06/15,Online,170.1,Not_Canceled
INN00597,2,0,0,2,Meal Plan 1,Room_Type 1,245,17-06-2018,17,06,2018,2018/06/17,Online,75,Canceled
INN00598,2,0,0,3,Meal Plan 1,Room_Type 4,27,29-06-2018,29,06,2018,2018/06/29,Online,125.25,Not_Canceled
INN00599,2,0,3,7,Meal Plan 1,Room_Type 1,74,27-07-2017,27,07,2017,2017/07/27,Online,55.9,Not_Canceled
INN00600,2,0,1,2,Meal Plan 1,Room_Type 1,85,20-06-2018,20,06,2018,2018/06/20,Online,126.9,Canceled
INN00601,2,0,0,2,Not Selected,Room_Type 1,6,26-02-2018,26,02,2018,2018/02/26,Online,79,Canceled
INN00602,2,0,2,3,Meal Plan 1,Room_Type 1,256,23-10-2018,23,10,2018,2018/10/23,Online,94.35,Canceled
INN00603,2,0,0,2,Meal Plan 2,Room_Type 1,265,24-06-2018,24,06,2018,2018/06/24,Online,109,Canceled
INN00604,2,0,2,3,Meal Plan 1,Room_Type 4,64,15-04-2018,15,04,2018,2018/04/15,Online,112.2,Not_Canceled
INN00605,1,0,0,1,Meal Plan 1,Room_Type 1,0,10/1/2017,10,01,2017,2017/01/10,Corporate,109,Not_Canceled
INN00606,1,0,0,2,Meal Plan 1,Room_Type 1,91,14-09-2018,14,09,2018,2018/09/14,Corporate,65,Not_Canceled
INN00607,2,0,1,3,Meal Plan 1,Room_Type 1,127,28-04-2018,28,04,2018,2018/04/28,Offline,90,Not_Canceled
INN00608,2,0,0,3,Meal Plan 1,Room_Type 1,73,14-07-2018,14,07,2018,2018/07/14,Offline,85,Not_Canceled
INN00609,2,0,0,4,Meal Plan 1,Room_Type 1,36,28-12-2018,28,12,2018,2018/12/28,Online,168.73,Not_Canceled
INN00610,2,0,1,3,Meal Plan 1,Room_Type 1,17,12/8/2018,12,08,2018,2018/08/12,Online,100.38,Not_Canceled
INN00611,2,0,2,5,Meal Plan 1,Room_Type 1,164,27-07-2018,27,07,2018,2018/07/27,Online,99.45,Canceled
INN00612,2,0,0,1,Meal Plan 1,Room_Type 1,0,27-09-2018,27,09,2018,2018/09/27,Corporate,160,Not_Canceled
INN00613,2,0,2,1,Meal Plan 1,Room_Type 1,37,10/2/2018,10,02,2018,2018/02/10,Online,126,Not_Canceled
INN00614,3,0,1,2,Meal Plan 1,Room_Type 1,191,8/1/2018,8,01,2018,2018/01/08,Offline,96.9,Not_Canceled
INN00615,2,2,2,4,Meal Plan 1,Room_Type 2,33,17-10-2017,17,10,2017,2017/10/17,Online,95,Not_Canceled
INN00616,2,0,2,1,Meal Plan 1,Room_Type 1,32,9/5/2017,9,05,2017,2017/05/09,Online,94.5,Not_Canceled
INN00617,1,0,1,1,Meal Plan 1,Room_Type 1,3,9/7/2017,9,07,2017,2017/07/09,Offline,98.8,Not_Canceled
INN00618,2,0,2,1,Not Selected,Room_Type 1,53,7/10/2018,7,10,2018,2018/10/07,Online,100.5,Not_Canceled
INN00619,2,0,1,0,Meal Plan 2,Room_Type 7,8,19-06-2018,19,06,2018,2018/06/19,Complementary,0,Not_Canceled
INN00620,2,0,2,1,Meal Plan 1,Room_Type 1,107,29-05-2018,29,05,2018,2018/05/29,Online,80.75,Canceled
INN00621,2,0,0,1,Meal Plan 2,Room_Type 1,55,4/6/2018,4,06,2018,2018/06/04,Offline,104,Not_Canceled
INN00622,2,0,1,2,Meal Plan 1,Room_Type 1,84,29-04-2018,29,04,2018,2018/04/29,Offline,89.75,Not_Canceled
INN00623,2,2,0,2,Meal Plan 1,Room_Type 6,0,25-08-2017,25,08,2017,2017/08/25,Online,156,Not_Canceled
INN00624,2,0,1,1,Meal Plan 1,Room_Type 4,1,6/11/2018,6,11,2018,2018/11/06,Online,136,Not_Canceled
INN00625,2,0,0,2,Meal Plan 1,Room_Type 1,29,12/2/2018,12,02,2018,2018/02/12,Corporate,85,Not_Canceled
INN00626,2,0,0,4,Meal Plan 1,Room_Type 4,41,14-10-2017,14,10,2017,2017/10/14,Online,87.54,Not_Canceled
INN00627,2,0,0,2,Meal Plan 1,Room_Type 1,86,9/9/2017,9,09,2017,2017/09/09,Corporate,100,Not_Canceled
INN00628,2,0,2,2,Meal Plan 1,Room_Type 1,167,10/1/2018,10,01,2018,2018/01/10,Online,108.9,Canceled
